_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,provide_list_of_diseases_or_conditions,atc,dailymed_url,drug_name,drugbank_id,expected_indications,number,provide_list_of_diseases_or_conditions_gold,text,worker_indications
1243634415,5/19/2017 8:49,FALSE,2566777001,,5/19/2017 8:40,FALSE,elite,1,35271549,VNM,44,Hanoi,113.23.26.96,lung cancer,L01XX17,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=715620fb-614f-40b6-8d3d-8494843d8518,TOPOTECAN,DB01030,"Small cell lung cancer, Small cell lung cancer sensitive disease, Stage IV-B carcinoma of the cervix, Recurrent carcinoma of the cervix, Persistent carcinoma of the cervix
",4,,"Topotecan Hydrochloride for Injection is indicated for the treatment of:
small cell lung cancer sensitive disease after failure of first-line chemotherapy. In clinical studies submitted to support approval, sensitive disease was defined as disease responding to chemotherapy but subsequently progressing at least 60 days (in the Phase 3 study) or at least 90 days (in the Phase 2 studies) after chemotherapy. [see Clinical Studies (14)].
Topotecan Hydrochloride for Injection in combination with cisplatin is indicated for the treatment of:
stage IV-B, recurrent, or persistent carcinoma of the cervix which is not amendable to curative treatment with surgery and/or radiation therapy.
",
1243634415,5/19/2017 9:12,FALSE,2566806737,,5/19/2017 8:54,FALSE,clixsense,1,35328452,CZE,80,Nove Mesto Na Morave,84.21.111.251,"cell lung cancer
chemotherapy
stage IV-B recurrent carcinoma
stage IV-B persistent carcinoma",L01XX17,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=715620fb-614f-40b6-8d3d-8494843d8518,TOPOTECAN,DB01030,"Small cell lung cancer, Small cell lung cancer sensitive disease, Stage IV-B carcinoma of the cervix, Recurrent carcinoma of the cervix, Persistent carcinoma of the cervix
",4,,"Topotecan Hydrochloride for Injection is indicated for the treatment of:
small cell lung cancer sensitive disease after failure of first-line chemotherapy. In clinical studies submitted to support approval, sensitive disease was defined as disease responding to chemotherapy but subsequently progressing at least 60 days (in the Phase 3 study) or at least 90 days (in the Phase 2 studies) after chemotherapy. [see Clinical Studies (14)].
Topotecan Hydrochloride for Injection in combination with cisplatin is indicated for the treatment of:
stage IV-B, recurrent, or persistent carcinoma of the cervix which is not amendable to curative treatment with surgery and/or radiation therapy.
",
1243634416,5/19/2017 8:34,FALSE,2566756266,,5/19/2017 8:25,FALSE,elite,1,35271549,VNM,44,Hanoi,113.23.26.96,"multiple myeloma
epithelial carcinoma",L01AA03,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc0a79d-eb07-9685-8e98-4f1979b84a48,MELPHALAN,DB01042,"Multiple myeloma, Non-resectable epithelial carcinoma of the ovary
",5,,Melphalan Tablets USP are indicated for the palliative treatment of multiple myeloma and for the palliation of non-resectable epithelial carcinoma of the ovary.,
1243634416,5/19/2017 8:41,FALSE,2566766646,,5/19/2017 8:25,FALSE,clixsense,1,35328452,CZE,80,Nove Mesto Na Morave,84.21.111.251,"myeloma
epithelial carcinoma of the ovary",L01AA03,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc0a79d-eb07-9685-8e98-4f1979b84a48,MELPHALAN,DB01042,"Multiple myeloma, Non-resectable epithelial carcinoma of the ovary
",5,,Melphalan Tablets USP are indicated for the palliative treatment of multiple myeloma and for the palliation of non-resectable epithelial carcinoma of the ovary.,
1243634416,5/19/2017 8:54,FALSE,2566783748,,5/19/2017 8:25,FALSE,neodev,1,35106785,VEN,25,Caracas,201.208.194.85,"multiple myeloma
non-resectable epithelial carcinoma of the ovary",L01AA03,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc0a79d-eb07-9685-8e98-4f1979b84a48,MELPHALAN,DB01042,"Multiple myeloma, Non-resectable epithelial carcinoma of the ovary
",5,,Melphalan Tablets USP are indicated for the palliative treatment of multiple myeloma and for the palliation of non-resectable epithelial carcinoma of the ovary.,
1243634417,5/19/2017 8:38,FALSE,2566763327,,5/19/2017 8:25,FALSE,neodev,1,42387103,USA,FL,Miami,23.27.45.116,B-cell chronic lymphocytic leukemia,L01BB05,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1ffd18c-9f6b-4479-94b9-6890bc730ecc,FLUDARABINE,DB01073,B-cell chronic lymphocytic leukemia,6,,"Fludarabine Phosphate for Injection, USP is indicated for the treatment of patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen.  The safety and effectiveness of Fludarabine Phosphate for Injection, USP in previously untreated or non-refractory patients with CLL have not been established.",
1243634417,5/19/2017 8:49,FALSE,2566777000,,5/19/2017 8:40,FALSE,elite,1,35271549,VNM,44,Hanoi,113.23.26.96,patients with B-cell chronic lymphocytic leukemia,L01BB05,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1ffd18c-9f6b-4479-94b9-6890bc730ecc,FLUDARABINE,DB01073,B-cell chronic lymphocytic leukemia,6,,"Fludarabine Phosphate for Injection, USP is indicated for the treatment of patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen.  The safety and effectiveness of Fludarabine Phosphate for Injection, USP in previously untreated or non-refractory patients with CLL have not been established.",
1243634417,5/19/2017 9:12,FALSE,2566806715,,5/19/2017 8:54,FALSE,clixsense,1,35328452,CZE,80,Nove Mesto Na Morave,84.21.111.251,B-cell chronic lymphocytic leukemia (CLL),L01BB05,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1ffd18c-9f6b-4479-94b9-6890bc730ecc,FLUDARABINE,DB01073,B-cell chronic lymphocytic leukemia,6,,"Fludarabine Phosphate for Injection, USP is indicated for the treatment of patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen.  The safety and effectiveness of Fludarabine Phosphate for Injection, USP in previously untreated or non-refractory patients with CLL have not been established.",
1243634418,5/19/2017 8:34,FALSE,2566756271,,5/19/2017 8:25,FALSE,elite,1,35271549,VNM,44,Hanoi,113.23.26.96,"Colorectal Cancer
Breast Cancer",L01BC06,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30830d24-1421-4c25-9b6b-c15705aa4357,CAPECITABINE,DB01101,"Colorectal Cancer, Dukes’ C colon cancer, Metastatic colorectal carcinoma, Breast Cancer, Metastatic breast cancer
",7,,"1.1 Colorectal Cancer
Capecitabine tablets are indicated as a single agent for adjuvant treatment in patients with Dukes’ C colon cancer who have undergone complete resection of the primary tumor when treatment with fluoropyrimidine therapy alone is preferred. Capecitabine tablets were non-inferior to 5-fluorouracil and leucovorin (5-FU/LV) for disease-free survival (DFS). Physicians should consider results of combination chemotherapy trials, which have shown improvement in DFS and OS, when prescribing single-agent capecitabine tablets in the adjuvant treatment of Dukes’ C colon cancer.
Capecitabine tablets are indicated as first-line treatment of patients with metastatic colorectal carcinoma when treatment with fluoropyrimidine therapy alone is preferred. Combination chemotherapy has shown a survival benefit compared to 5-FU/LV alone. A survival benefit over 5-FU/LV has not been demonstrated with capecitabine tablets monotherapy. Use of capecitabine tablets instead of 5-FU/LV in combinations has not been adequately studied to assure safety or preservation of the survival advantage.
1.2 Breast Cancer
Capecitabine tablets in combination with docetaxel are indicated for the treatment of patients with metastatic breast cancer after failure of prior anthracycline-containing chemotherapy.
Capecitabine tablets monotherapy is also indicated for the treatment of patients with metastatic breast cancer resistant to both paclitaxel and an anthracycline-containing chemotherapy regimen or resistant to paclitaxel and for whom further anthracycline therapy is not indicated (e.g., patients who have received cumulative doses of 400 mg/m2 of doxorubicin or doxorubicin equivalents). Resistance is defined as progressive disease while on treatment, with or without an initial response, or relapse within 6 months of completing treatment with an anthracycline-containing adjuvant regimen.
",
1243634418,5/19/2017 8:41,FALSE,2566766636,,5/19/2017 8:25,FALSE,clixsense,1,35328452,CZE,80,Nove Mesto Na Morave,84.21.111.251,"Colorectal Cancer
Dukes’ C colon cancer
metastatic breast cancer",L01BC06,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30830d24-1421-4c25-9b6b-c15705aa4357,CAPECITABINE,DB01101,"Colorectal Cancer, Dukes’ C colon cancer, Metastatic colorectal carcinoma, Breast Cancer, Metastatic breast cancer
",7,,"1.1 Colorectal Cancer
Capecitabine tablets are indicated as a single agent for adjuvant treatment in patients with Dukes’ C colon cancer who have undergone complete resection of the primary tumor when treatment with fluoropyrimidine therapy alone is preferred. Capecitabine tablets were non-inferior to 5-fluorouracil and leucovorin (5-FU/LV) for disease-free survival (DFS). Physicians should consider results of combination chemotherapy trials, which have shown improvement in DFS and OS, when prescribing single-agent capecitabine tablets in the adjuvant treatment of Dukes’ C colon cancer.
Capecitabine tablets are indicated as first-line treatment of patients with metastatic colorectal carcinoma when treatment with fluoropyrimidine therapy alone is preferred. Combination chemotherapy has shown a survival benefit compared to 5-FU/LV alone. A survival benefit over 5-FU/LV has not been demonstrated with capecitabine tablets monotherapy. Use of capecitabine tablets instead of 5-FU/LV in combinations has not been adequately studied to assure safety or preservation of the survival advantage.
1.2 Breast Cancer
Capecitabine tablets in combination with docetaxel are indicated for the treatment of patients with metastatic breast cancer after failure of prior anthracycline-containing chemotherapy.
Capecitabine tablets monotherapy is also indicated for the treatment of patients with metastatic breast cancer resistant to both paclitaxel and an anthracycline-containing chemotherapy regimen or resistant to paclitaxel and for whom further anthracycline therapy is not indicated (e.g., patients who have received cumulative doses of 400 mg/m2 of doxorubicin or doxorubicin equivalents). Resistance is defined as progressive disease while on treatment, with or without an initial response, or relapse within 6 months of completing treatment with an anthracycline-containing adjuvant regimen.
",
1243634418,5/19/2017 8:54,FALSE,2566783754,,5/19/2017 8:25,FALSE,neodev,1,35106785,VEN,25,Caracas,201.208.194.85,"Colorectal Cancer
Dukes’ C colon cancer
metastatic colorectal carcinoma
Breast Cancer",L01BC06,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30830d24-1421-4c25-9b6b-c15705aa4357,CAPECITABINE,DB01101,"Colorectal Cancer, Dukes’ C colon cancer, Metastatic colorectal carcinoma, Breast Cancer, Metastatic breast cancer
",7,,"1.1 Colorectal Cancer
Capecitabine tablets are indicated as a single agent for adjuvant treatment in patients with Dukes’ C colon cancer who have undergone complete resection of the primary tumor when treatment with fluoropyrimidine therapy alone is preferred. Capecitabine tablets were non-inferior to 5-fluorouracil and leucovorin (5-FU/LV) for disease-free survival (DFS). Physicians should consider results of combination chemotherapy trials, which have shown improvement in DFS and OS, when prescribing single-agent capecitabine tablets in the adjuvant treatment of Dukes’ C colon cancer.
Capecitabine tablets are indicated as first-line treatment of patients with metastatic colorectal carcinoma when treatment with fluoropyrimidine therapy alone is preferred. Combination chemotherapy has shown a survival benefit compared to 5-FU/LV alone. A survival benefit over 5-FU/LV has not been demonstrated with capecitabine tablets monotherapy. Use of capecitabine tablets instead of 5-FU/LV in combinations has not been adequately studied to assure safety or preservation of the survival advantage.
1.2 Breast Cancer
Capecitabine tablets in combination with docetaxel are indicated for the treatment of patients with metastatic breast cancer after failure of prior anthracycline-containing chemotherapy.
Capecitabine tablets monotherapy is also indicated for the treatment of patients with metastatic breast cancer resistant to both paclitaxel and an anthracycline-containing chemotherapy regimen or resistant to paclitaxel and for whom further anthracycline therapy is not indicated (e.g., patients who have received cumulative doses of 400 mg/m2 of doxorubicin or doxorubicin equivalents). Resistance is defined as progressive disease while on treatment, with or without an initial response, or relapse within 6 months of completing treatment with an anthracycline-containing adjuvant regimen.
",
1243634419,5/19/2017 8:34,FALSE,2566756270,,5/19/2017 8:25,FALSE,elite,1,35271549,VNM,44,Hanoi,113.23.26.96,Hodgkin's disease,L01XB01,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de1c8271-64d8-4ea5-85e8-871faa4d7632,procarbazine,DB01168,"Stage III Hodgkin’s disease, Stage IV Hodgkin’s disease
",8,,"Matulane is indicated for use in combination with other anticancer drugs for the treatment of Stage III and IV Hodgkin's disease. Matulane is used as part of the MOPP (nitrogen mustard, vincristine, procarbazine, prednisone) regimen.",
1243634419,5/19/2017 8:41,FALSE,2566766650,,5/19/2017 8:25,FALSE,clixsense,1,35328452,CZE,80,Nove Mesto Na Morave,84.21.111.251,"Stage III Hodgkin's disease
Stage IV Hodgkin's disease",L01XB01,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de1c8271-64d8-4ea5-85e8-871faa4d7632,procarbazine,DB01168,"Stage III Hodgkin’s disease, Stage IV Hodgkin’s disease
",8,,"Matulane is indicated for use in combination with other anticancer drugs for the treatment of Stage III and IV Hodgkin's disease. Matulane is used as part of the MOPP (nitrogen mustard, vincristine, procarbazine, prednisone) regimen.",
1243634419,5/19/2017 8:54,FALSE,2566783745,,5/19/2017 8:25,FALSE,neodev,1,35106785,VEN,25,Caracas,201.208.194.85,"Hodgkin's disease III
Hodgkin's disease IV",L01XB01,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de1c8271-64d8-4ea5-85e8-871faa4d7632,procarbazine,DB01168,"Stage III Hodgkin’s disease, Stage IV Hodgkin’s disease
",8,,"Matulane is indicated for use in combination with other anticancer drugs for the treatment of Stage III and IV Hodgkin's disease. Matulane is used as part of the MOPP (nitrogen mustard, vincristine, procarbazine, prednisone) regimen.",
1243634420,5/19/2017 8:34,FALSE,2566756268,,5/19/2017 8:25,FALSE,elite,1,35271549,VNM,44,Hanoi,113.23.26.96,acute myeloid leukemia,L01DB06,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31c9691c-aa14-426d-b67f-f8d25e7200ce,IDARUBICIN,DB01177,"Acute myeloid leukemia, Acute myeloblastic leukemia with minimal maturation (M1),
Acute myeloblastic leukemia with maturation (M2), Acute promyelocytic leukemia (M3), Acute myelomonocytic leukemia (M4), Acute myelomonocytic leukemia with eosinophilia (M4 eos), Acute monocytic leukemia (M5), Acute erythroid leukemia (M6), Acute megakaryoblastic leukemia (M7)
",9,,Idarubicin hydrochloride injection in combination with other approved antileukemic drugs is indicated for the treatment of acute myeloid leukemia (AML) in adults. This includes French-American-British (FAB) classifications M1 through M7.,
1243634420,5/19/2017 8:41,FALSE,2566766643,,5/19/2017 8:25,FALSE,clixsense,1,35328452,CZE,80,Nove Mesto Na Morave,84.21.111.251,acute myeloid leukemia (AML),L01DB06,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31c9691c-aa14-426d-b67f-f8d25e7200ce,IDARUBICIN,DB01177,"Acute myeloid leukemia, Acute myeloblastic leukemia with minimal maturation (M1),
Acute myeloblastic leukemia with maturation (M2), Acute promyelocytic leukemia (M3), Acute myelomonocytic leukemia (M4), Acute myelomonocytic leukemia with eosinophilia (M4 eos), Acute monocytic leukemia (M5), Acute erythroid leukemia (M6), Acute megakaryoblastic leukemia (M7)
",9,,Idarubicin hydrochloride injection in combination with other approved antileukemic drugs is indicated for the treatment of acute myeloid leukemia (AML) in adults. This includes French-American-British (FAB) classifications M1 through M7.,
1243634420,5/19/2017 8:54,FALSE,2566783765,,5/19/2017 8:25,FALSE,neodev,1,35106785,VEN,25,Caracas,201.208.194.85,acute myeloid leukemia,L01DB06,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31c9691c-aa14-426d-b67f-f8d25e7200ce,IDARUBICIN,DB01177,"Acute myeloid leukemia, Acute myeloblastic leukemia with minimal maturation (M1),
Acute myeloblastic leukemia with maturation (M2), Acute promyelocytic leukemia (M3), Acute myelomonocytic leukemia (M4), Acute myelomonocytic leukemia with eosinophilia (M4 eos), Acute monocytic leukemia (M5), Acute erythroid leukemia (M6), Acute megakaryoblastic leukemia (M7)
",9,,Idarubicin hydrochloride injection in combination with other approved antileukemic drugs is indicated for the treatment of acute myeloid leukemia (AML) in adults. This includes French-American-British (FAB) classifications M1 through M7.,
1243634421,5/19/2017 8:34,FALSE,2566756276,,5/19/2017 8:25,FALSE,elite,1,35271549,VNM,44,Hanoi,113.23.26.96,germ cell testicular cancer,L01AA06,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91e433a9-6800-43a6-ac13-a49a04a5aecd,IFOSFAMIDE,DB01181,"Germ cell testicular cancer, Hemorrhagic cystitis
",10,,Ifosfamide for Injection is indicated for use in combination with certain other approved antineoplastic agents for third-line chemotherapy of germ cell testicular cancer. It should be used in combination with mesna for prophylaxis of hemorrhagic cystitis.,
1243634421,5/19/2017 8:41,FALSE,2566766654,,5/19/2017 8:25,FALSE,clixsense,1,35328452,CZE,80,Nove Mesto Na Morave,84.21.111.251,"germ cell testicular cancer
hemorrhagic cystitis",L01AA06,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91e433a9-6800-43a6-ac13-a49a04a5aecd,IFOSFAMIDE,DB01181,"Germ cell testicular cancer, Hemorrhagic cystitis
",10,,Ifosfamide for Injection is indicated for use in combination with certain other approved antineoplastic agents for third-line chemotherapy of germ cell testicular cancer. It should be used in combination with mesna for prophylaxis of hemorrhagic cystitis.,
