_unit_id,_created_at,_worker_id,text,provide_list_of_diseases_or_conditions,expected_indications,,dailymed_url,drug_name
1243634415,5/19/2017 8:49,35271549,"Topotecan Hydrochloride for Injection is indicated for the treatment of:
small cell lung cancer sensitive disease after failure of first-line chemotherapy. In clinical studies submitted to support approval, sensitive disease was defined as disease responding to chemotherapy but subsequently progressing at least 60 days (in the Phase 3 study) or at least 90 days (in the Phase 2 studies) after chemotherapy. [see Clinical Studies (14)].
Topotecan Hydrochloride for Injection in combination with cisplatin is indicated for the treatment of:
stage IV-B, recurrent, or persistent carcinoma of the cervix which is not amendable to curative treatment with surgery and/or radiation therapy.
",lung cancer,"Small cell lung cancer, Small cell lung cancer sensitive disease, Stage IV-B carcinoma of the cervix, Recurrent carcinoma of the cervix, Persistent carcinoma of the cervix
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=715620fb-614f-40b6-8d3d-8494843d8518,TOPOTECAN
1243634415,5/19/2017 9:12,35328452,"Topotecan Hydrochloride for Injection is indicated for the treatment of:
small cell lung cancer sensitive disease after failure of first-line chemotherapy. In clinical studies submitted to support approval, sensitive disease was defined as disease responding to chemotherapy but subsequently progressing at least 60 days (in the Phase 3 study) or at least 90 days (in the Phase 2 studies) after chemotherapy. [see Clinical Studies (14)].
Topotecan Hydrochloride for Injection in combination with cisplatin is indicated for the treatment of:
stage IV-B, recurrent, or persistent carcinoma of the cervix which is not amendable to curative treatment with surgery and/or radiation therapy.
","cell lung cancer
chemotherapy
stage IV-B recurrent carcinoma
stage IV-B persistent carcinoma","Small cell lung cancer, Small cell lung cancer sensitive disease, Stage IV-B carcinoma of the cervix, Recurrent carcinoma of the cervix, Persistent carcinoma of the cervix
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=715620fb-614f-40b6-8d3d-8494843d8518,TOPOTECAN
1243634416,5/19/2017 8:34,35271549,Melphalan Tablets USP are indicated for the palliative treatment of multiple myeloma and for the palliation of non-resectable epithelial carcinoma of the ovary.,"multiple myeloma
epithelial carcinoma","Multiple myeloma, Non-resectable epithelial carcinoma of the ovary
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc0a79d-eb07-9685-8e98-4f1979b84a48,MELPHALAN
1243634416,5/19/2017 8:41,35328452,Melphalan Tablets USP are indicated for the palliative treatment of multiple myeloma and for the palliation of non-resectable epithelial carcinoma of the ovary.,"myeloma
epithelial carcinoma of the ovary","Multiple myeloma, Non-resectable epithelial carcinoma of the ovary
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc0a79d-eb07-9685-8e98-4f1979b84a48,MELPHALAN
1243634416,5/19/2017 8:54,35106785,Melphalan Tablets USP are indicated for the palliative treatment of multiple myeloma and for the palliation of non-resectable epithelial carcinoma of the ovary.,"multiple myeloma
non-resectable epithelial carcinoma of the ovary","Multiple myeloma, Non-resectable epithelial carcinoma of the ovary
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc0a79d-eb07-9685-8e98-4f1979b84a48,MELPHALAN
1243634417,5/19/2017 8:38,42387103,"Fludarabine Phosphate for Injection, USP is indicated for the treatment of patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen.  The safety and effectiveness of Fludarabine Phosphate for Injection, USP in previously untreated or non-refractory patients with CLL have not been established.",B-cell chronic lymphocytic leukemia,B-cell chronic lymphocytic leukemia,,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1ffd18c-9f6b-4479-94b9-6890bc730ecc,FLUDARABINE
1243634417,5/19/2017 8:49,35271549,"Fludarabine Phosphate for Injection, USP is indicated for the treatment of patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen.  The safety and effectiveness of Fludarabine Phosphate for Injection, USP in previously untreated or non-refractory patients with CLL have not been established.",patients with B-cell chronic lymphocytic leukemia,B-cell chronic lymphocytic leukemia,,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1ffd18c-9f6b-4479-94b9-6890bc730ecc,FLUDARABINE
1243634417,5/19/2017 9:12,35328452,"Fludarabine Phosphate for Injection, USP is indicated for the treatment of patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen.  The safety and effectiveness of Fludarabine Phosphate for Injection, USP in previously untreated or non-refractory patients with CLL have not been established.",B-cell chronic lymphocytic leukemia (CLL),B-cell chronic lymphocytic leukemia,,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1ffd18c-9f6b-4479-94b9-6890bc730ecc,FLUDARABINE
1243634418,5/19/2017 8:34,35271549,"1.1 Colorectal Cancer
Capecitabine tablets are indicated as a single agent for adjuvant treatment in patients with Dukes’ C colon cancer who have undergone complete resection of the primary tumor when treatment with fluoropyrimidine therapy alone is preferred. Capecitabine tablets were non-inferior to 5-fluorouracil and leucovorin (5-FU/LV) for disease-free survival (DFS). Physicians should consider results of combination chemotherapy trials, which have shown improvement in DFS and OS, when prescribing single-agent capecitabine tablets in the adjuvant treatment of Dukes’ C colon cancer.
Capecitabine tablets are indicated as first-line treatment of patients with metastatic colorectal carcinoma when treatment with fluoropyrimidine therapy alone is preferred. Combination chemotherapy has shown a survival benefit compared to 5-FU/LV alone. A survival benefit over 5-FU/LV has not been demonstrated with capecitabine tablets monotherapy. Use of capecitabine tablets instead of 5-FU/LV in combinations has not been adequately studied to assure safety or preservation of the survival advantage.
1.2 Breast Cancer
Capecitabine tablets in combination with docetaxel are indicated for the treatment of patients with metastatic breast cancer after failure of prior anthracycline-containing chemotherapy.
Capecitabine tablets monotherapy is also indicated for the treatment of patients with metastatic breast cancer resistant to both paclitaxel and an anthracycline-containing chemotherapy regimen or resistant to paclitaxel and for whom further anthracycline therapy is not indicated (e.g., patients who have received cumulative doses of 400 mg/m2 of doxorubicin or doxorubicin equivalents). Resistance is defined as progressive disease while on treatment, with or without an initial response, or relapse within 6 months of completing treatment with an anthracycline-containing adjuvant regimen.
","Colorectal Cancer
Breast Cancer","Colorectal Cancer, Dukes’ C colon cancer, Metastatic colorectal carcinoma, Breast Cancer, Metastatic breast cancer
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30830d24-1421-4c25-9b6b-c15705aa4357,CAPECITABINE
1243634418,5/19/2017 8:41,35328452,"1.1 Colorectal Cancer
Capecitabine tablets are indicated as a single agent for adjuvant treatment in patients with Dukes’ C colon cancer who have undergone complete resection of the primary tumor when treatment with fluoropyrimidine therapy alone is preferred. Capecitabine tablets were non-inferior to 5-fluorouracil and leucovorin (5-FU/LV) for disease-free survival (DFS). Physicians should consider results of combination chemotherapy trials, which have shown improvement in DFS and OS, when prescribing single-agent capecitabine tablets in the adjuvant treatment of Dukes’ C colon cancer.
Capecitabine tablets are indicated as first-line treatment of patients with metastatic colorectal carcinoma when treatment with fluoropyrimidine therapy alone is preferred. Combination chemotherapy has shown a survival benefit compared to 5-FU/LV alone. A survival benefit over 5-FU/LV has not been demonstrated with capecitabine tablets monotherapy. Use of capecitabine tablets instead of 5-FU/LV in combinations has not been adequately studied to assure safety or preservation of the survival advantage.
1.2 Breast Cancer
Capecitabine tablets in combination with docetaxel are indicated for the treatment of patients with metastatic breast cancer after failure of prior anthracycline-containing chemotherapy.
Capecitabine tablets monotherapy is also indicated for the treatment of patients with metastatic breast cancer resistant to both paclitaxel and an anthracycline-containing chemotherapy regimen or resistant to paclitaxel and for whom further anthracycline therapy is not indicated (e.g., patients who have received cumulative doses of 400 mg/m2 of doxorubicin or doxorubicin equivalents). Resistance is defined as progressive disease while on treatment, with or without an initial response, or relapse within 6 months of completing treatment with an anthracycline-containing adjuvant regimen.
","Colorectal Cancer
Dukes’ C colon cancer
metastatic breast cancer","Colorectal Cancer, Dukes’ C colon cancer, Metastatic colorectal carcinoma, Breast Cancer, Metastatic breast cancer
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30830d24-1421-4c25-9b6b-c15705aa4357,CAPECITABINE
1243634418,5/19/2017 8:54,35106785,"1.1 Colorectal Cancer
Capecitabine tablets are indicated as a single agent for adjuvant treatment in patients with Dukes’ C colon cancer who have undergone complete resection of the primary tumor when treatment with fluoropyrimidine therapy alone is preferred. Capecitabine tablets were non-inferior to 5-fluorouracil and leucovorin (5-FU/LV) for disease-free survival (DFS). Physicians should consider results of combination chemotherapy trials, which have shown improvement in DFS and OS, when prescribing single-agent capecitabine tablets in the adjuvant treatment of Dukes’ C colon cancer.
Capecitabine tablets are indicated as first-line treatment of patients with metastatic colorectal carcinoma when treatment with fluoropyrimidine therapy alone is preferred. Combination chemotherapy has shown a survival benefit compared to 5-FU/LV alone. A survival benefit over 5-FU/LV has not been demonstrated with capecitabine tablets monotherapy. Use of capecitabine tablets instead of 5-FU/LV in combinations has not been adequately studied to assure safety or preservation of the survival advantage.
1.2 Breast Cancer
Capecitabine tablets in combination with docetaxel are indicated for the treatment of patients with metastatic breast cancer after failure of prior anthracycline-containing chemotherapy.
Capecitabine tablets monotherapy is also indicated for the treatment of patients with metastatic breast cancer resistant to both paclitaxel and an anthracycline-containing chemotherapy regimen or resistant to paclitaxel and for whom further anthracycline therapy is not indicated (e.g., patients who have received cumulative doses of 400 mg/m2 of doxorubicin or doxorubicin equivalents). Resistance is defined as progressive disease while on treatment, with or without an initial response, or relapse within 6 months of completing treatment with an anthracycline-containing adjuvant regimen.
","Colorectal Cancer
Dukes’ C colon cancer
metastatic colorectal carcinoma
Breast Cancer","Colorectal Cancer, Dukes’ C colon cancer, Metastatic colorectal carcinoma, Breast Cancer, Metastatic breast cancer
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30830d24-1421-4c25-9b6b-c15705aa4357,CAPECITABINE
1243634419,5/19/2017 8:34,35271549,"Matulane is indicated for use in combination with other anticancer drugs for the treatment of Stage III and IV Hodgkin's disease. Matulane is used as part of the MOPP (nitrogen mustard, vincristine, procarbazine, prednisone) regimen.",Hodgkin's disease,"Stage III Hodgkin’s disease, Stage IV Hodgkin’s disease
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de1c8271-64d8-4ea5-85e8-871faa4d7632,procarbazine
1243634419,5/19/2017 8:41,35328452,"Matulane is indicated for use in combination with other anticancer drugs for the treatment of Stage III and IV Hodgkin's disease. Matulane is used as part of the MOPP (nitrogen mustard, vincristine, procarbazine, prednisone) regimen.","Stage III Hodgkin's disease
Stage IV Hodgkin's disease","Stage III Hodgkin’s disease, Stage IV Hodgkin’s disease
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de1c8271-64d8-4ea5-85e8-871faa4d7632,procarbazine
1243634419,5/19/2017 8:54,35106785,"Matulane is indicated for use in combination with other anticancer drugs for the treatment of Stage III and IV Hodgkin's disease. Matulane is used as part of the MOPP (nitrogen mustard, vincristine, procarbazine, prednisone) regimen.","Hodgkin's disease III
Hodgkin's disease IV","Stage III Hodgkin’s disease, Stage IV Hodgkin’s disease
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de1c8271-64d8-4ea5-85e8-871faa4d7632,procarbazine
1243634420,5/19/2017 8:34,35271549,Idarubicin hydrochloride injection in combination with other approved antileukemic drugs is indicated for the treatment of acute myeloid leukemia (AML) in adults. This includes French-American-British (FAB) classifications M1 through M7.,acute myeloid leukemia,"Acute myeloid leukemia, Acute myeloblastic leukemia with minimal maturation (M1),
Acute myeloblastic leukemia with maturation (M2), Acute promyelocytic leukemia (M3), Acute myelomonocytic leukemia (M4), Acute myelomonocytic leukemia with eosinophilia (M4 eos), Acute monocytic leukemia (M5), Acute erythroid leukemia (M6), Acute megakaryoblastic leukemia (M7)
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31c9691c-aa14-426d-b67f-f8d25e7200ce,IDARUBICIN
1243634420,5/19/2017 8:41,35328452,Idarubicin hydrochloride injection in combination with other approved antileukemic drugs is indicated for the treatment of acute myeloid leukemia (AML) in adults. This includes French-American-British (FAB) classifications M1 through M7.,acute myeloid leukemia (AML),"Acute myeloid leukemia, Acute myeloblastic leukemia with minimal maturation (M1),
Acute myeloblastic leukemia with maturation (M2), Acute promyelocytic leukemia (M3), Acute myelomonocytic leukemia (M4), Acute myelomonocytic leukemia with eosinophilia (M4 eos), Acute monocytic leukemia (M5), Acute erythroid leukemia (M6), Acute megakaryoblastic leukemia (M7)
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31c9691c-aa14-426d-b67f-f8d25e7200ce,IDARUBICIN
1243634420,5/19/2017 8:54,35106785,Idarubicin hydrochloride injection in combination with other approved antileukemic drugs is indicated for the treatment of acute myeloid leukemia (AML) in adults. This includes French-American-British (FAB) classifications M1 through M7.,acute myeloid leukemia,"Acute myeloid leukemia, Acute myeloblastic leukemia with minimal maturation (M1),
Acute myeloblastic leukemia with maturation (M2), Acute promyelocytic leukemia (M3), Acute myelomonocytic leukemia (M4), Acute myelomonocytic leukemia with eosinophilia (M4 eos), Acute monocytic leukemia (M5), Acute erythroid leukemia (M6), Acute megakaryoblastic leukemia (M7)
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31c9691c-aa14-426d-b67f-f8d25e7200ce,IDARUBICIN
1243634421,5/19/2017 8:34,35271549,Ifosfamide for Injection is indicated for use in combination with certain other approved antineoplastic agents for third-line chemotherapy of germ cell testicular cancer. It should be used in combination with mesna for prophylaxis of hemorrhagic cystitis.,germ cell testicular cancer,"Germ cell testicular cancer, Hemorrhagic cystitis
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91e433a9-6800-43a6-ac13-a49a04a5aecd,IFOSFAMIDE
1243634421,5/19/2017 8:41,35328452,Ifosfamide for Injection is indicated for use in combination with certain other approved antineoplastic agents for third-line chemotherapy of germ cell testicular cancer. It should be used in combination with mesna for prophylaxis of hemorrhagic cystitis.,"germ cell testicular cancer
hemorrhagic cystitis","Germ cell testicular cancer, Hemorrhagic cystitis
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91e433a9-6800-43a6-ac13-a49a04a5aecd,IFOSFAMIDE
1243634421,5/19/2017 8:54,35106785,Ifosfamide for Injection is indicated for use in combination with certain other approved antineoplastic agents for third-line chemotherapy of germ cell testicular cancer. It should be used in combination with mesna for prophylaxis of hemorrhagic cystitis.,"germ cell testicular cancer
hemorrhagic cystitis","Germ cell testicular cancer, Hemorrhagic cystitis
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91e433a9-6800-43a6-ac13-a49a04a5aecd,IFOSFAMIDE
1243634422,5/19/2017 8:38,42387103,For the management of moderately severe to severe essential hypertension and in uncomplicated cases of malignant hypertension,"moderately severe essential hypertension
severe essential hypertension
malignant hypertension","Moderately severe essential hypertension, Severe essential hypertension, Malignant hypertension, Uncomplicated cases of malignant hypertension",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b87994ee-26a5-4d00-99e7-796bc17961f1,MECAMYLAMINE
1243634422,5/19/2017 8:49,35271549,For the management of moderately severe to severe essential hypertension and in uncomplicated cases of malignant hypertension,"essential hypertension
malignant hypertension","Moderately severe essential hypertension, Severe essential hypertension, Malignant hypertension, Uncomplicated cases of malignant hypertension",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b87994ee-26a5-4d00-99e7-796bc17961f1,MECAMYLAMINE
1243634422,5/19/2017 9:12,35328452,For the management of moderately severe to severe essential hypertension and in uncomplicated cases of malignant hypertension,"essential hypertension
malignant hypertension","Moderately severe essential hypertension, Severe essential hypertension, Malignant hypertension, Uncomplicated cases of malignant hypertension",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b87994ee-26a5-4d00-99e7-796bc17961f1,MECAMYLAMINE
1243634423,5/19/2017 8:38,42387103,GLIADEL® Wafer is indicated in newly-diagnosed high-grade malignant glioma patients as an adjunct to surgery and radiation. GLIADEL® Wafer is indicated in recurrent glioblastoma multiforme patients as an adjunct to surgery.,"high-grade malignant glioma
recurrent glioblastoma multiforme","High-grade malignant glioma, Glioblastoma multiforme, Recurrent glioblastoma multiforme
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=783ec80b-95d7-44c7-8b90-fa7394f50f67,CARMUSTINE
1243634423,5/19/2017 8:49,35271549,GLIADEL® Wafer is indicated in newly-diagnosed high-grade malignant glioma patients as an adjunct to surgery and radiation. GLIADEL® Wafer is indicated in recurrent glioblastoma multiforme patients as an adjunct to surgery.,"malignant glioma
recurrent glioblastoma multiforme","High-grade malignant glioma, Glioblastoma multiforme, Recurrent glioblastoma multiforme
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=783ec80b-95d7-44c7-8b90-fa7394f50f67,CARMUSTINE
1243634423,5/19/2017 9:12,35328452,GLIADEL® Wafer is indicated in newly-diagnosed high-grade malignant glioma patients as an adjunct to surgery and radiation. GLIADEL® Wafer is indicated in recurrent glioblastoma multiforme patients as an adjunct to surgery.,high-grade malignant glioma,"High-grade malignant glioma, Glioblastoma multiforme, Recurrent glioblastoma multiforme
",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=783ec80b-95d7-44c7-8b90-fa7394f50f67,CARMUSTINE
1243634424,5/19/2017 8:38,42387103,"1.1 Left Ventricular Dysfunction following Myocardial Infarction
Carvedilol is indicated to reduce cardiovascular mortality in clinically stable patients who have survived the acute phase of a myocardial infarction and have a left ventricular ejection fraction of ≤40% (with or without symptomatic heart failure) [see Clinical Studies (14.1)].
1.2 Hypertension
Carvedilol is indicated for the management of essential hypertension. It can be used alone or in combination with other antihypertensive agents, especially thiazide-type diuretics [see Drug Interactions (7.2)].
","Left Ventricular Dysfunction
Myocardial Infarction
essential hypertension","Left Ventricular Dysfunction following Myocardial Infarction, Left Ventricular Dysfunction, Hypertension, Essential hypertension",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7d485d38-5d43-4a54-bc63-82734035c66a,CARVEDILOL
